sequence	number 	id 	treatment_1	treatment_2	treat	day	collection_date	days_since_collection	date	queen	eggs	larva	pupae	adults	active	position	measurement_y2	weight_queen	weight_20adults	final	virus_feeding	year	survivial 
211	31	L11C	low	control	3	4	30.06.2016	46	15.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
212	32	L12V	low	virus	4	4	30.06.2016	46	15.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
213	33	L13V	low	virus	4	4	30.06.2016	46	15.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
214	34	L14C	low	control	3	4	30.06.2016	46	15.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
215	35	L15V	low	virus	4	4	30.06.2016	46	15.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
216	36	L16V	low	virus	4	4	30.06.2016	46	15.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
217	37	L17C	low	control	3	4	30.06.2016	46	15.08.2016	1	29	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
218	38	L18C	low	control	3	4	30.06.2016	46	15.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
219	39	L19C	low	control	3	4	30.06.2016	46	15.08.2016	1	20	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
220	40	L20V	low	virus	4	4	30.06.2016	46	15.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
221	41	H1V	high	virus	6	4	30.06.2016	46	15.08.2016	1	11	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
222	42	H2C	high	control	5	4	30.06.2016	46	15.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
223	43	H3V	high	virus	6	4	30.06.2016	46	15.08.2016	1	20	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
224	44	H4C	high	control	5	4	30.06.2016	46	15.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
225	45	H5V	high	virus	6	4	30.06.2016	46	15.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
226	46	H6C	high	control	5	4	30.06.2016	46	15.08.2016	1	17	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
227	47	H7C	high	control	5	4	30.06.2016	46	15.08.2016	1	9	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
228	48	H8V	high	virus	6	4	30.06.2016	46	15.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
229	49	H9V	high	virus	6	4	30.06.2016	46	15.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
230	50	H10C	high	control	5	4	30.06.2016	46	15.08.2016	1	6	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
231	51	H11V	high	virus	6	4	30.06.2016	46	15.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
232	52	H12C	high	control	5	4	30.06.2016	46	15.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
233	53	H13V	high	virus	6	4	30.06.2016	46	15.08.2016	1	13	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
234	54	H14C	high	control	5	4	30.06.2016	46	15.08.2016	1	8	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
235	55	H15V	high	virus	6	4	30.06.2016	46	15.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
236	56	H16C	high	control	5	4	30.06.2016	46	15.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
237	57	H17V	high	virus	6	4	30.06.2016	46	15.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
238	58	H18V	high	virus	6	4	30.06.2016	46	15.08.2016	1	1	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
239	59	H19C	high	control	5	4	30.06.2016	46	15.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
240	60	H20C	high	control	5	4	30.06.2016	46	15.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
241	1	C1V	control	virus	2	5	30.06.2016	47	16.08.2016	1	9	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
242	2	C2C	control	control	1	5	30.06.2016	47	16.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
243	3	C3C	control	control	1	5	30.06.2016	47	16.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
244	4	C4V	control	virus	2	5	30.06.2016	47	16.08.2016	1	7	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
245	5	C5V	control	virus	2	5	30.06.2016	47	16.08.2016	1	16	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
246	6	C6C	control	control	1	5	30.06.2016	47	16.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
247	7	C7C	control	control	1	5	30.06.2016	47	16.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
248	8	C8V	control	virus	2	5	30.06.2016	47	16.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
249	9	C9C	control	control	1	5	30.06.2016	47	16.08.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
250	10	C10C	control	control	1	5	30.06.2016	47	16.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
251	11	C11V	control	virus	2	5	30.06.2016	47	16.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
252	12	C12C	control	control	1	5	30.06.2016	47	16.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
253	13	C13V	control	virus	2	5	30.06.2016	47	16.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
254	14	C14C	control	control	1	5	30.06.2016	47	16.08.2016	1	20	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
255	15	C15V	control	virus	2	5	30.06.2016	47	16.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
256	16	C16V	control	virus	2	5	30.06.2016	47	16.08.2016	1	10	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
257	17	C17V	control	virus	2	5	30.06.2016	47	16.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
258	18	C18V	control	virus	2	5	30.06.2016	47	16.08.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
259	19	C19C	control	control	1	5	30.06.2016	47	16.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
260	20	C20C	control	control	1	5	30.06.2016	47	16.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
261	21	L1V	low	virus	4	5	30.06.2016	47	16.08.2016	1	17	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
262	22	L2V	low	virus	4	5	30.06.2016	47	16.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
263	23	L3C	low	control	3	5	30.06.2016	47	16.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
264	24	L4C	low	control	3	5	30.06.2016	47	16.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
265	25	L5V	low	virus	4	5	30.06.2016	47	16.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
266	26	L6C	low	control	3	5	30.06.2016	47	16.08.2016	1	15	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
267	27	L7C	low	control	3	5	30.06.2016	47	16.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
268	28	L8C	low	control	3	5	30.06.2016	47	16.08.2016	1	15	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
269	29	L9V	low	virus	4	5	30.06.2016	47	16.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
270	30	L10V	low	virus	4	5	30.06.2016	47	16.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
271	31	L11C	low	control	3	5	30.06.2016	47	16.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
272	32	L12V	low	virus	4	5	30.06.2016	47	16.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
273	33	L13V	low	virus	4	5	30.06.2016	47	16.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
274	34	L14C	low	control	3	5	30.06.2016	47	16.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
275	35	L15V	low	virus	4	5	30.06.2016	47	16.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
276	36	L16V	low	virus	4	5	30.06.2016	47	16.08.2016	1	33	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
277	37	L17C	low	control	3	5	30.06.2016	47	16.08.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
278	38	L18C	low	control	3	5	30.06.2016	47	16.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
279	39	L19C	low	control	3	5	30.06.2016	47	16.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
280	40	L20V	low	virus	4	5	30.06.2016	47	16.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
281	41	H1V	high	virus	6	5	30.06.2016	47	16.08.2016	1	15	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
282	42	H2C	high	control	5	5	30.06.2016	47	16.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
283	43	H3V	high	virus	6	5	30.06.2016	47	16.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
284	44	H4C	high	control	5	5	30.06.2016	47	16.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
285	45	H5V	high	virus	6	5	30.06.2016	47	16.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
286	46	H6C	high	control	5	5	30.06.2016	47	16.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
287	47	H7C	high	control	5	5	30.06.2016	47	16.08.2016	1	14	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
288	48	H8V	high	virus	6	5	30.06.2016	47	16.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
289	49	H9V	high	virus	6	5	30.06.2016	47	16.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
290	50	H10C	high	control	5	5	30.06.2016	47	16.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
291	51	H11V	high	virus	6	5	30.06.2016	47	16.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
292	52	H12C	high	control	5	5	30.06.2016	47	16.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
293	53	H13V	high	virus	6	5	30.06.2016	47	16.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
294	54	H14C	high	control	5	5	30.06.2016	47	16.08.2016	1	11	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
295	55	H15V	high	virus	6	5	30.06.2016	47	16.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
296	56	H16C	high	control	5	5	30.06.2016	47	16.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
297	57	H17V	high	virus	6	5	30.06.2016	47	16.08.2016	1	29	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
298	58	H18V	high	virus	6	5	30.06.2016	47	16.08.2016	1	1	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
299	59	H19C	high	control	5	5	30.06.2016	47	16.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
300	60	H20C	high	control	5	5	30.06.2016	47	16.08.2016	1	32	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
301	1	C1V	control	virus	2	6	30.06.2016	48	17.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
302	2	C2C	control	control	1	6	30.06.2016	48	17.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
303	3	C3C	control	control	1	6	30.06.2016	48	17.08.2016	1	32	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
304	4	C4V	control	virus	2	6	30.06.2016	48	17.08.2016	1	11	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
305	5	C5V	control	virus	2	6	30.06.2016	48	17.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
306	6	C6C	control	control	1	6	30.06.2016	48	17.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
307	7	C7C	control	control	1	6	30.06.2016	48	17.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
308	8	C8V	control	virus	2	6	30.06.2016	48	17.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
309	9	C9C	control	control	1	6	30.06.2016	48	17.08.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
310	10	C10C	control	control	1	6	30.06.2016	48	17.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
311	11	C11V	control	virus	2	6	30.06.2016	48	17.08.2016	1	33	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
312	12	C12C	control	control	1	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
313	13	C13V	control	virus	2	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
314	14	C14C	control	control	1	6	30.06.2016	48	17.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
315	15	C15V	control	virus	2	6	30.06.2016	48	17.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
316	16	C16V	control	virus	2	6	30.06.2016	48	17.08.2016	1	20	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
317	17	C17V	control	virus	2	6	30.06.2016	48	17.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
318	18	C18V	control	virus	2	6	30.06.2016	48	17.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
319	19	C19C	control	control	1	6	30.06.2016	48	17.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
320	20	C20C	control	control	1	6	30.06.2016	48	17.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
321	21	L1V	low	virus	4	6	30.06.2016	48	17.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
322	22	L2V	low	virus	4	6	30.06.2016	48	17.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
323	23	L3C	low	control	3	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
324	24	L4C	low	control	3	6	30.06.2016	48	17.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
325	25	L5V	low	virus	4	6	30.06.2016	48	17.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
326	26	L6C	low	control	3	6	30.06.2016	48	17.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
327	27	L7C	low	control	3	6	30.06.2016	48	17.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
328	28	L8C	low	control	3	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
329	29	L9V	low	virus	4	6	30.06.2016	48	17.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
330	30	L10V	low	virus	4	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
331	31	L11C	low	control	3	6	30.06.2016	48	17.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
332	32	L12V	low	virus	4	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
333	33	L13V	low	virus	4	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
334	34	L14C	low	control	3	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
335	35	L15V	low	virus	4	6	30.06.2016	48	17.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
336	36	L16V	low	virus	4	6	30.06.2016	48	17.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
337	37	L17C	low	control	3	6	30.06.2016	48	17.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
338	38	L18C	low	control	3	6	30.06.2016	48	17.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
339	39	L19C	low	control	3	6	30.06.2016	48	17.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
340	40	L20V	low	virus	4	6	30.06.2016	48	17.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
341	41	H1V	high	virus	6	6	30.06.2016	48	17.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
342	42	H2C	high	control	5	6	30.06.2016	48	17.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
343	43	H3V	high	virus	6	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
344	44	H4C	high	control	5	6	30.06.2016	48	17.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
345	45	H5V	high	virus	6	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
346	46	H6C	high	control	5	6	30.06.2016	48	17.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
347	47	H7C	high	control	5	6	30.06.2016	48	17.08.2016	1	15	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
348	48	H8V	high	virus	6	6	30.06.2016	48	17.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
349	49	H9V	high	virus	6	6	30.06.2016	48	17.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
350	50	H10C	high	control	5	6	30.06.2016	48	17.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
351	51	H11V	high	virus	6	6	30.06.2016	48	17.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
352	52	H12C	high	control	5	6	30.06.2016	48	17.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
353	53	H13V	high	virus	6	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
354	54	H14C	high	control	5	6	30.06.2016	48	17.08.2016	1	19	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
355	55	H15V	high	virus	6	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
356	56	H16C	high	control	5	6	30.06.2016	48	17.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
357	57	H17V	high	virus	6	6	30.06.2016	48	17.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
358	58	H18V	high	virus	6	6	30.06.2016	48	17.08.2016	1	1	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
359	59	H19C	high	control	5	6	30.06.2016	48	17.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
360	60	H20C	high	control	5	6	30.06.2016	48	17.08.2016	1	32	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
361	1	C1V	control	virus	2	7	30.06.2016	49	18.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
362	2	C2C	control	control	1	7	30.06.2016	49	18.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
363	3	C3C	control	control	1	7	30.06.2016	49	18.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
364	4	C4V	control	virus	2	7	30.06.2016	49	18.08.2016	1	18	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
365	5	C5V	control	virus	2	7	30.06.2016	49	18.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
366	6	C6C	control	control	1	7	30.06.2016	49	18.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
367	7	C7C	control	control	1	7	30.06.2016	49	18.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
368	8	C8V	control	virus	2	7	30.06.2016	49	18.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
369	9	C9C	control	control	1	7	30.06.2016	49	18.08.2016	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	no	no	1	0
370	10	C10C	control	control	1	7	30.06.2016	49	18.08.2016	1	44	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
371	11	C11V	control	virus	2	7	30.06.2016	49	18.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
372	12	C12C	control	control	1	7	30.06.2016	49	18.08.2016	1	38	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
373	13	C13V	control	virus	2	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
374	14	C14C	control	control	1	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
375	15	C15V	control	virus	2	7	30.06.2016	49	18.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
376	16	C16V	control	virus	2	7	30.06.2016	49	18.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
377	17	C17V	control	virus	2	7	30.06.2016	49	18.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
378	18	C18V	control	virus	2	7	30.06.2016	49	18.08.2016	1	41	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
379	19	C19C	control	control	1	7	30.06.2016	49	18.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
380	20	C20C	control	control	1	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
381	21	L1V	low	virus	4	7	30.06.2016	49	18.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
382	22	L2V	low	virus	4	7	30.06.2016	49	18.08.2016	1	37	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
383	23	L3C	low	control	3	7	30.06.2016	49	18.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
384	24	L4C	low	control	3	7	30.06.2016	49	18.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
385	25	L5V	low	virus	4	7	30.06.2016	49	18.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
386	26	L6C	low	control	3	7	30.06.2016	49	18.08.2016	1	24	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
387	27	L7C	low	control	3	7	30.06.2016	49	18.08.2016	1	20	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
388	28	L8C	low	control	3	7	30.06.2016	49	18.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
389	29	L9V	low	virus	4	7	30.06.2016	49	18.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
390	30	L10V	low	virus	4	7	30.06.2016	49	18.08.2016	1	34	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
391	31	L11C	low	control	3	7	30.06.2016	49	18.08.2016	1	40	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
392	32	L12V	low	virus	4	7	30.06.2016	49	18.08.2016	1	29	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
393	33	L13V	low	virus	4	7	30.06.2016	49	18.08.2016	1	33	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
394	34	L14C	low	control	3	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
395	35	L15V	low	virus	4	7	30.06.2016	49	18.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
396	36	L16V	low	virus	4	7	30.06.2016	49	18.08.2016	1	36	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
397	37	L17C	low	control	3	7	30.06.2016	49	18.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
398	38	L18C	low	control	3	7	30.06.2016	49	18.08.2016	1	31	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
399	39	L19C	low	control	3	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
400	40	L20V	low	virus	4	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
401	41	H1V	high	virus	6	7	30.06.2016	49	18.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
402	42	H2C	high	control	5	7	30.06.2016	49	18.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
403	43	H3V	high	virus	6	7	30.06.2016	49	18.08.2016	1	35	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
404	44	H4C	high	control	5	7	30.06.2016	49	18.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
405	45	H5V	high	virus	6	7	30.06.2016	49	18.08.2016	1	25	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
406	46	H6C	high	control	5	7	30.06.2016	49	18.08.2016	1	27	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
407	47	H7C	high	control	5	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
408	48	H8V	high	virus	6	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
409	49	H9V	high	virus	6	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
410	50	H10C	high	control	5	7	30.06.2016	49	18.08.2016	1	22	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
411	51	H11V	high	virus	6	7	30.06.2016	49	18.08.2016	1	0	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
412	52	H12C	high	control	5	7	30.06.2016	49	18.08.2016	1	23	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
413	53	H13V	high	virus	6	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
414	54	H14C	high	control	5	7	30.06.2016	49	18.08.2016	1	21	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
415	55	H15V	high	virus	6	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
416	56	H16C	high	control	5	7	30.06.2016	49	18.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
417	57	H17V	high	virus	6	7	30.06.2016	49	18.08.2016	1	30	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
418	58	H18V	high	virus	6	7	30.06.2016	49	18.08.2016	1	1	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
419	59	H19C	high	control	5	7	30.06.2016	49	18.08.2016	1	26	0	0	0	NA	NA	NA	NA	NA	no	no	1	0
420	60	H20C	high	control	5	7	30.06.2016	49	18.08.2016	1	32	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
421	1	C1V	control	virus	2	8	30.06.2016	50	19.08.2016	1	28	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
422	2	C2C	control	control	1	8	30.06.2016	50	19.08.2016	1	39	0	0	0	NA	NA	NA	NA	NA	no	no	1	1
